Z,el,A,N,delr2,Deldelr2,R,DelR,DelRrel,R2N,DelR2N,R2Z,DelR2Z
62,,146,84,0.2732,0.0008,4.9808,0.0035,0.001,0.028400000000000425,0.0048795491595023405,0.0387000000000004,0.004420407221060069
62,,147,85,0.3669,0.0004,4.9892,0.0035,0.0016,0.024100000000000676,0.0048795491595023405,0.03570000000000029,0.004482186966202994
62,,148,86,0.5199,0.0004,5.0042,0.0034,0.0021,0.023399999999999643,0.0048795491595023405,0.034600000000000186,0.004534313619501853
62,,149,87,0.6125,0.0004,5.0134,0.0035,0.0024,0.024199999999999555,0.004949747468305833,,
62,,150,88,0.8240000000000001,0.0004,5.0387,0.0048,0.0031,0.03450000000000042,0.005882176467941097,0.03880000000000017,0.005999999999999999
62,,151,89,0.98,0.0008,5.055,0.0057,0.0038,0.04159999999999986,0.006688796603276257,,
62,,152,90,1.2493,0.0003,5.0819,0.006,0.0038,0.04319999999999968,0.007683749084919418,0.04190000000000005,0.00744043009509531
62,,153,91,1.349,0.0005,5.0925,0.0068,0.0002,0.03750000000000053,0.00887299273075325,,
62,,154,92,1.4806,0.0004,5.1053,0.0067,0.004,0.023399999999999643,0.00899388681271896,,
63,Eu,137,74,0.099,0.043,4.9762,0.0095,0.0046,,,,
63,,138,75,0.115,0.042,4.9779,0.0094,0.0045,,,,
63,,139,76,0.081,0.046,4.976,0.0093,0.0048,-0.00020000000000042206,0.013294359706281457,,
63,,140,77,0.0295,0.0021,4.9695,0.0091,0.0017,-0.008399999999999963,0.0130831953283592,,
63,,141,78,0.0323,0.0011,4.9697,0.0091,0.0013,-0.006300000000000416,0.013011533345459327,,
63,,142,79,-0.055999999999999994,0.003,4.9607,0.0091,0.001,-0.008799999999999919,0.012869343417595165,,
63,,143,80,-0.027000000000000003,0.001,4.9636,0.0091,0.0007,-0.006099999999999994,0.012869343417595165,,
63,,144,81,-0.051,0.002,4.9612,0.0091,0.0004,0.0004999999999997229,0.012869343417595165,,
63,,145,82,0.0,0.0,4.9663,0.0091,0.0,0.002700000000000813,0.012869343417595165,,
63,,146,83,0.1248,0.0019,4.9789,0.0092,0.0004,0.017700000000000493,0.012940247292845682,,
63,,147,84,0.2718,0.001,4.9938,0.0094,0.0006,0.027499999999999858,0.0130831953283592,,
63,,148,85,0.3787,0.0017,5.0045,0.0097,0.001,0.025599999999999845,0.013368993978605869,,
63,,149,86,0.5338,0.001,5.0202,0.0103,0.0013,0.026399999999999757,0.013944532978913278,,
63,,150,87,0.6278,0.0013,5.0296,0.0108,0.0016,0.025100000000000122,0.014516542288024377,,
63,,151,88,0.8538,0.0011,5.0522,0.0046,0.0018,0.03200000000000003,0.011280514172678478,,
63,,152,89,1.3989,0.0034,5.1064,0.0066,0.0021,0.07679999999999954,0.012657013865837391,,
63,,153,90,1.4554,0.0017,5.1115,0.0062,0.0024,0.05930000000000035,0.007720103626247513,,
63,,154,91,1.588,0.006,5.1239,0.0079,0.0006,0.01750000000000007,0.01029417310909429,,
63,,155,92,1.567,0.008,5.1221,0.0069,0.0008,0.010599999999999277,0.00927631392310545,,
63,,156,93,1.6119999999999999,0.008,5.1264,0.0071,0.0009,0.002500000000000391,0.010621675950620977,,
63,,157,94,1.702,0.006999999999999999,5.1351,0.0075,0.001,0.013000000000000789,0.010191172650877817,,
63,,158,95,1.765,0.008,5.1413,0.0078,0.0011,0.014899999999999913,0.010547511554864494,,
63,,159,96,1.8519999999999999,0.008,5.1498,0.0084,0.0012,0.014699999999999491,0.011260994627474076,,
64,Gd,145,81,-1.915,0.028999999999999998,4.9786,0.0077,0.0029,,,0.030700000000000394,0.008417244204607587
64,,146,82,-1.9140000000000001,0.015,4.9801,0.013999999999999999,0.0015,,,0.02770000000000028,0.014406942770761601
64,,148,84,-1.617,0.015,5.008,0.0171,0.0015,0.027899999999999814,0.0221,0.02719999999999967,0.017454512310574592
64,,150,86,-1.358,0.015,5.0342,0.0159,0.0015,0.026200000000000223,0.023349946466748057,0.03000000000000025,0.01625945878558078
64,,152,88,-1.01,0.001,5.0774,0.0048,0.0001,0.04319999999999968,0.01660873264279969,0.03869999999999951,0.006788225099390856
64,,154,90,-0.5338,0.0003,5.1223,0.004,0.0001,0.04490000000000016,0.0062481997407253225,0.04039999999999999,0.007211102550927979
64,,155,91,-0.4309,0.0002,5.1319,0.0041,0.0001,,,0.03939999999999966,0.007940403012442128
64,,156,92,-0.3229,0.0002,5.142,0.0042,0.0001,0.019700000000000273,0.0058,0.03670000000000062,0.007907591289387686
64,,157,93,-0.2918,0.0001,5.1449,0.0042,0.0001,0.0129999999999999,0.005869412236331676,,
64,,158,94,-0.1643,0.0001,5.1569,0.0043,0.0001,0.014899999999999913,0.006010823570859487,,
64,,160,96,0.0,0.0,5.1734,0.0044,0.0,0.016499999999999737,0.00615223536610881,,
65,Tb,147,82,-1.393,0.012,4.9201,0.1508,0.0032,,,-0.046200000000000685,0.15107431945900002
65,,148,83,-1.304,0.011000000000000001,4.9291,0.1507,0.003,,,-0.04980000000000029,0.1509805616627518
65,,149,84,-1.175,0.009000000000000001,4.9427,0.1506,0.0027,0.02260000000000062,0.21312203077110542,-0.05109999999999992,0.15089307472511787
65,,150,85,-1.1,0.009000000000000001,4.9499,0.1505,0.0025,0.020800000000000374,0.21298060944602445,-0.05459999999999976,0.15081226740553966
65,,151,86,-0.9690000000000001,0.008,4.963,0.1504,0.0022,0.020299999999999763,0.2128391881209849,-0.05719999999999992,0.15075228024809442
65,,152,87,-0.909,0.008,4.9689,0.1504,0.0021,0.01899999999999924,0.21276844220889524,-0.06070000000000064,0.1507872673669763
65,,153,88,-0.655,0.008,4.995,0.1502,0.0016,0.03200000000000003,0.21255634547103036,-0.05719999999999992,0.1502704229048418
65,,154,89,-0.272,0.018000000000000002,5.0333,0.1501,0.0019,0.06440000000000001,0.2124856936360658,-0.07310000000000016,0.15024503319577656
65,,155,90,-0.215,0.009000000000000001,5.0391,0.15,0.001,0.04410000000000025,0.21227350282124238,-0.07240000000000002,0.15012807865286226
65,,157,92,-0.11599999999999999,0.008,5.0489,0.15,0.0009,0.009799999999999365,0.21213203435596426,-0.07319999999999993,0.15015861613640424
65,,159,94,0.0,0.0,5.06,0.15,0.0,0.011099999999999888,0.21213203435596426,-0.07510000000000083,0.1501873829587559
66,Dy,146,80,-0.018000000000000002,0.002,5.0438,0.2389,0.0002,,,,
66,,148,82,0.0,0.0,5.0455,0.2389,0.0,0.0016999999999995907,0.3378556200509324,0.06539999999999946,0.23930986189457384
66,,149,83,0.11900000000000001,0.013000000000000001,5.0567,0.2394,0.0012,,,,
66,,150,84,0.268,0.026000000000000002,5.0706,0.2413,0.0026,0.025100000000000122,0.3395569171729535,0.06259999999999977,0.2419051467001064
66,,151,85,0.37,0.037000000000000005,5.0801,0.2435,0.0036,0.023399999999999643,0.34147417179048845,,
66,,152,86,0.53,0.053,5.095,0.2482,0.0051,0.024399999999999977,0.34616315517397284,0.06079999999999952,0.24870876542655268
66,,153,87,0.621,0.062,5.1035,0.2516,0.006,0.02340000000000053,0.35013541666046866,,
66,,154,88,0.8440000000000001,0.084,5.1241,0.2618,0.0082,0.02910000000000057,0.36075265764786824,0.04670000000000041,0.2618439993583966
66,,155,89,1.077,0.10800000000000001,5.1457,0.2751,0.0103,0.04219999999999935,0.3728036614627061,,
66,,156,90,1.2570000000000001,0.126,5.1622,0.2869,0.0123,0.03810000000000002,0.3883952239665158,0.03990000000000027,0.2869278829253093
66,,157,91,1.3519999999999999,0.135,5.1709,0.2936,0.0133,0.02519999999999989,0.40234434257237917,0.0389999999999997,0.29362862598867984
66,,158,92,1.4680000000000002,0.147,5.1815,0.3023,0.0144,0.01929999999999943,0.4167696006188551,0.039499999999999424,0.302329174907087
66,,159,93,1.4780000000000002,0.14800000000000002,5.1825,0.3031,0.0144,0.011600000000000499,0.4219840873777114,0.0376000000000003,0.30312909791044473
66,,160,94,1.6159999999999999,0.162,5.1951,0.3139,0.0155,0.013600000000000279,0.4357963974151232,0.03819999999999979,0.31392945067323647
66,,161,95,1.6469999999999998,0.165,5.1962,0.0459,0.0159,0.013700000000000045,0.3065557371833057,,
66,,162,96,1.7530000000000001,0.175,5.2074,0.0172,0.0169,0.012299999999999756,0.3143708796946689,0.03399999999999981,0.01775387281693772
66,,163,97,1.806,0.18100000000000002,5.2099,0.012,0.0169,0.013700000000000045,0.047442702283912966,,
66,,164,98,1.901,0.19,5.2218,0.0106,0.0179,0.01440000000000019,0.020203960007879645,,
67,Ho,151,84,-1.709,0.008,5.0398,0.0354,0.0008,,,0.0970999999999993,0.15470462177969993
67,,152,85,-1.486,0.006,5.0614,0.0343,0.0006,,,0.11149999999999949,0.1543591267142957
67,,153,86,-1.324,0.005,5.0760000000000005,0.0339,0.0005,0.0362000000000009,0.04901397759823212,0.11300000000000043,0.15417318184431428
67,,154,87,-1.234,0.003,5.0856,0.0333,0.0003,0.024200000000000443,0.04780564820186,0.11670000000000069,0.1540423643028112
67,,155,88,-1.003,0.003,5.1076,0.0326,0.0003,0.031599999999999184,0.047031585131696335,0.11259999999999959,0.15369710472224257
67,,156,89,-0.8809999999999999,0.003,5.1156,0.0326,0.0003,0.02999999999999936,0.046600965655230794,0.08230000000000004,0.15359938150917146
67,,157,90,-0.518,0.002,5.1535,0.0316,0.0002,0.045900000000000496,0.04540176208034222,0.11439999999999984,0.15329240033348032
67,,158,91,-0.48,0.004,5.1571,0.0316,0.0004,0.04150000000000009,0.04540176208034222,,
67,,159,92,-0.37,0.002,5.1675,0.0314,0.0002,0.014000000000000234,0.044547951692530154,0.1186000000000007,0.15325129689500183
67,,160,93,-0.384,0.003,5.1662,0.0315,0.0003,0.009100000000000108,0.04461849392348424,,
67,,161,94,-0.253,0.002,5.1785,0.0313,0.0002,0.010999999999999233,0.04433565156846125,0.11850000000000005,0.15323083893263784
67,,162,95,-0.21899999999999997,0.008,5.1817,0.0313,0.0008,0.015500000000000291,0.0444065310511866,,
67,,163,96,-0.12300000000000001,0.006,5.1907,0.0313,0.0006,0.012199999999999989,0.044264884502277876,,
67,,165,98,0.0,0.0,5.2022,0.0312,0.0,0.011500000000000732,0.04419423039266551,,
68,Er,150,82,-2.114,0.013000000000000001,5.0548,0.0254,0.003,,,0.00930000000000053,0.24024647760164974
68,,152,84,-1.8459999999999999,0.013000000000000001,5.0843,0.0257,0.0027,0.029499999999999638,0.03613377921004112,0.013700000000000045,0.24266474816091438
68,,154,86,-1.584,0.002,5.1129,0.0268,0.0021,0.02859999999999996,0.03713125368203988,0.017900000000000027,0.24964270468010877
68,,156,88,-1.307,0.001,5.1429,0.0285,0.0018,0.03000000000000025,0.03912147747721193,0.018799999999999706,0.26334671063068166
68,,158,90,-1.001,0.001,5.1761,0.0312,0.0015,0.033199999999999896,0.042257425383002215,0.01389999999999958,0.2885914932911225
68,,160,92,-0.738,0.001,5.2045,0.0336,0.0012,0.028400000000000425,0.04585193561890272,0.023000000000000576,0.30416155246842097
68,,162,94,-0.551,0.001,5.2246,0.004,0.001,0.02009999999999934,0.03383725757209056,0.029499999999999638,0.3139254847889862
68,,164,96,-0.392,0.001,5.2389,0.0035,0.0007,0.014300000000000423,0.005315072906367325,0.031500000000000306,0.017552492700468502
68,,166,98,-0.263,0.001,5.2516,0.0031,0.0005,0.012699999999999712,0.004675467891024384,0.029799999999999827,0.011044002897500526
68,,167,99,-0.218,0.001,5.256,0.0031,0.0004,,,,
68,,168,100,-0.132,0.001,5.2644,0.0035,0.0002,0.012800000000000367,0.004675467891024384,,
68,,170,102,0.0,0.0,5.2789,0.0041,0.0,0.014499999999999957,0.005390732788777422,,
69,Tm,153,84,-1.7080000000000002,0.033,5.0643,0.019,0.003,,,0.024500000000000632,0.04017661011085928
69,,154,85,-1.609,0.015,5.0755,0.0166,0.0019,,,0.014100000000000001,0.03810577384071868
69,,156,87,-1.359,0.009000000000000001,5.0976,0.0135,0.0006,0.02210000000000001,0.021396495040076072,0.011999999999999567,0.03593243659981883
69,,157,88,-1.157,0.005,5.114,0.0074,0.0008,,,0.006400000000000183,0.033429328440756925
69,,158,89,-1.058,0.006,5.1235,0.0069,0.0007,0.025900000000000034,0.015161134522191932,0.00790000000000024,0.03332221481234403
69,,159,90,-0.898,0.003,5.1392,0.006,0.0004,0.02519999999999989,0.009526804291051643,-0.014300000000000423,0.032164576788759405
69,,160,91,-0.7829999999999999,0.003,5.1504,0.0055,0.0004,0.026900000000000368,0.008823831367382311,-0.006699999999999484,0.03207506819945984
69,,161,92,-0.667,0.002,5.1616,0.005,0.0003,0.022400000000000198,0.0078102496759066544,-0.00590000000000046,0.031795597179483825
69,,162,93,-0.5670000000000001,0.003,5.1713,0.0048,0.0005,0.020899999999999253,0.007299999999999999,0.00509999999999966,0.031863615614051086
69,,163,94,-0.42700000000000005,0.002,5.1849,0.0042,0.0002,0.023299999999999876,0.006529931086925803,0.006400000000000183,0.03158053197778657
69,,164,95,-0.368,0.003,5.1906,0.0042,0.0006,0.019300000000000317,0.006378087487640789,0.008899999999999686,0.03158053197778657
69,,165,96,-0.265,0.002,5.2004,0.0038,0.0002,0.015500000000000291,0.005663920903402518,0.009700000000000486,0.031529827148273425
69,,166,97,-0.221,0.003,5.2046,0.0038,0.0003,0.014000000000000234,0.005663920903402518,,
69,,167,98,-0.134,0.002,5.2129,0.0036,0.0003,0.012500000000000178,0.00523450093132096,0.010699999999999932,0.03140700558792576
69,,168,99,-0.092,0.004,5.2170000000000005,0.0036,0.0004,0.01240000000000041,0.00523450093132096,,
69,,169,100,0.0,0.0,5.2256,0.0035,0.0,0.012699999999999712,0.005020956084253277,,
69,,170,101,0.048,0.001,5.2303,0.0036,0.0005,0.013299999999999201,0.005091168824543142,,
69,,171,102,0.139,0.005,5.2388,0.0037,0.0006,0.013200000000000323,0.0050931326312987375,,
69,,172,103,0.16399999999999998,0.022000000000000002,5.2411,0.0052,0.003,0.010800000000000587,0.006324555320336759,,
70,Yb,152,82,-2.7460000000000004,0.004,5.0423,0.0146,0.0028,,,-0.012500000000000178,0.029297098832478278
70,,154,84,-2.335,0.005,5.0875,0.0105,0.0026,0.04520000000000035,0.0179836036433191,0.0032000000000005357,0.027762204523416364
70,,155,85,-2.181,0.006999999999999999,5.104,0.011000000000000001,0.001,,,,
70,,156,86,-2.015,0.002,5.1219,0.0103,0.0023,0.034399999999999764,0.014708500943332058,0.009000000000000341,0.02871114766079545
70,,157,87,-1.9080000000000001,0.009000000000000001,5.1324,0.01,0.0035,0.028399999999999537,0.014866068747318507,,
70,,158,88,-1.7369999999999999,0.001,5.1498,0.0088,0.0006,0.027899999999999814,0.013547324459095235,0.006899999999999906,0.029827671716042472
70,,159,89,-1.618,0.009000000000000001,5.1629,0.0084,0.0022,0.03049999999999997,0.013059862173851605,,
70,,160,90,-1.462,0.001,5.1781,0.0076,0.0004,0.02829999999999977,0.011627553482998907,0.0019999999999997797,0.03211230293828208
70,,161,91,-1.3530000000000002,0.001,5.1889,0.0072,0.0003,0.02600000000000069,0.011063453348751464,,
70,,162,92,-1.1909999999999998,0.001,5.2054,0.0067,0.0003,0.027300000000000324,0.010131633629380802,0.0008999999999996788,0.034261494421580614
70,,163,93,-1.089,0.001,5.2157,0.0064,0.0002,0.026799999999999713,0.009633275663033836,,
70,,164,94,-0.9420000000000001,0.001,5.2307,0.006,0.0003,0.025299999999999656,0.00899388681271896,0.006099999999999994,0.007211102550927979
70,,165,95,-0.8473,0.0003,5.2399,0.0058,0.0002,0.024199999999999555,0.008637129152675673,,
70,,166,96,-0.722,0.0004,5.2525,0.0057,0.0001,0.021800000000000708,0.008275868534480233,0.013600000000000279,0.006688796603276257
70,,167,97,-0.6252,0.0003,5.2621,0.0056,0.0001,0.022200000000000664,0.00806225774829855,,
70,,168,98,-0.5406,0.0003,5.2702,0.0056,0.0001,0.017699999999999605,0.007990619500389191,0.018600000000000172,0.006400781202322104
70,,169,99,-0.4692,0.0003,5.2771,0.0056,0.0007,0.01499999999999968,0.007919595949289333,0.021099999999999675,0.006400781202322104
70,,170,100,-0.3845,0.0001,5.2853,0.0056,0.0001,0.015100000000000335,0.007919595949289333,0.02090000000000014,0.006603786792439622
70,,171,101,-0.3273,0.0001,5.2906,0.0057,0.0001,0.013500000000000512,0.007990619500389191,,
70,,172,102,-0.2366,0.0001,5.2995,0.0058,0.0002,0.014199999999999768,0.00806225774829855,0.02059999999999995,0.007102816342831905
70,,173,103,-0.18100000000000002,0.0001,5.3046,0.0059,0.0002,0.013999999999999346,0.008203657720797473,,
70,,174,104,-0.1159,0.0001,5.3108,0.006,0.0003,0.01130000000000031,0.008345058418010025,,
70,,175,105,-0.0827,0.0074,5.3135,0.0061,0.0002,0.008900000000000574,0.00848645980371085,,
70,,176,106,0.0,0.0,5.3215,0.0062,0.0,0.010699999999999932,0.008627861844049196,,
71,Lu,161,90,-1.5083,0.0013,5.2293,0.032,0.0003,,,0.09010000000000051,0.032557641192199414
71,,162,91,-1.3966,0.0012,5.2398,0.0317,0.0003,,,0.08939999999999948,0.032173591655269076
71,,163,92,-1.2174,0.0012,5.2567,0.0312,0.0003,0.02740000000000009,0.044692728715082945,0.0951000000000004,0.03159810120877519
71,,164,93,-1.1006,0.0012,5.2677,0.031,0.0002,0.027899999999999814,0.04433835811123366,0.09640000000000004,0.031369411852949995
71,,165,94,-0.9372,0.0007,5.2829999999999995,0.0307,0.0002,0.026299999999999102,0.043771337653766076,0.09809999999999963,0.030985964564621837
71,,166,95,-0.7851,0.0008,5.2972,0.0305,0.0001,0.029500000000000526,0.04348850422812907,0.10660000000000025,0.03078782226790326
71,,167,96,-0.6397,0.0007,5.3108,0.0303,0.0001,0.027800000000000935,0.04313444099556641,0.11040000000000028,0.030537354174846255
71,,168,97,-0.5124,0.001,5.3227,0.0302,0.0001,0.025500000000000078,0.0429219058290752,0.1181000000000001,0.030438133976970403
71,,169,98,-0.4443,0.0006,5.329,0.0302,0.0001,0.018199999999999328,0.04278001870032317,0.11609999999999943,0.0304138126514911
71,,170,99,-0.3644,0.0006,5.3364,0.0302,0.0001,0.013700000000000045,0.04270924958366747,0.11939999999999973,0.0304138126514911
71,,171,100,-0.2863,0.0007,5.3436,0.0302,0.0001,0.014600000000000612,0.04270924958366747,0.11800000000000033,0.030402138082707277
71,,172,101,-0.2323,0.0007,5.3486,0.0302,0.0001,0.012199999999999989,0.04270924958366747,0.11830000000000052,0.0304138126514911
71,,173,102,-0.134,0.001,5.3577,0.0303,0.0001,0.014100000000000001,0.04278001870032317,0.1189,0.03052507166248754
71,,174,103,-0.0718,0.0006,5.3634,0.0303,0.0001,0.014800000000000146,0.04278001870032317,0.12230000000000008,0.030742966675322666
71,,175,104,0.0,0.0,5.37,0.0304,0.0,0.012299999999999756,0.04292143986401202,,
71,,176,105,0.0425,0.001,5.3739,0.0304,0.0002,0.01049999999999951,0.04292143986401202,,
71,,177,106,0.1248,0.0009,5.3815,0.0305,0.0002,0.011499999999999844,0.04306286102896555,,
71,,178,107,0.1714,0.001,5.3857,0.0306,0.0002,0.011800000000000033,0.04313374549004526,,
71,,179,108,0.2357,0.001,5.3917,0.0307,0.0002,0.010200000000000209,0.0432751660886472,,
72,Hf,170,98,-0.494,0.009000000000000001,5.2898,0.0055,0.0009,,,0.019599999999999618,0.007849203781276163
72,,171,99,-0.366,0.005,5.3041,0.0049,0.0008,,,0.027000000000000135,0.007441102068914254
72,,172,100,-0.322,0.006,5.3065,0.0043,0.0007,0.01670000000000016,0.006981403870282824,0.02119999999999944,0.007060453243241541
72,,173,101,-0.244,0.004,5.314,0.0038,0.0005,0.00990000000000002,0.006200806399170998,0.023399999999999643,0.00685054742338158
72,,174,102,-0.18,0.003,5.3201,0.0035,0.0004,0.013600000000000279,0.005544366510251645,0.02059999999999995,0.006774215821775978
72,,175,103,-0.091,0.002,5.3191,0.0036,0.001,0.00509999999999966,0.00523450093132096,0.014499999999999957,0.006911584478250989
72,,176,104,-0.091,0.001,5.3286,0.0032,0.0002,0.00849999999999973,0.004742362280551751,0.017799999999999372,0.0068000000000000005
72,,177,105,-0.065,0.001,5.3309,0.0031,0.0001,0.011800000000000033,0.004750789408087881,0.017399999999999416,0.006842514157822401
72,,178,106,0.0,0.0,5.3371,0.0031,0.0,0.008500000000000618,0.004455333881989093,0.015600000000000058,0.006931810730249348
72,,179,107,0.039,0.002,5.3408,0.0031,0.0001,0.00990000000000002,0.0043840620433565946,,
72,,180,108,0.04,0.005,5.347,0.0032,0.0002,0.00990000000000002,0.004455333881989093,,
72,,182,110,0.17600000000000002,0.005,5.3516,0.0036,0.0005,0.0045999999999999375,0.004816637831516918,,
73,Ta,181,108,,,5.3507,0.0034,,,,-0.04100000000000037,0.030887699817241168
74,W,180,106,-0.16899999999999998,0.006,5.3491,0.0022,0.0017,,,0.011999999999999567,0.0038013155617496425
74,,182,108,-0.099,0.005,5.3559,0.0017,0.001,0.006800000000000139,0.0027802877548915687,0.008899999999999686,0.0036235341863986876
74,,183,109,-0.047,0.006,5.3611,0.002,0.0007,,,,
74,,184,110,0.0,0.0,5.3658,0.0023,0.0,0.00990000000000002,0.002860069929215018,0.014199999999999768,0.004272001872658766
74,,186,112,0.086,0.004,5.3743,0.0026,0.0009,0.00849999999999973,0.003471310991541956,,
75,Re,185,110,0.0,0.0,5.3596,0.0172,0.0,,,,
75,,187,112,0.11,0.01,5.3698,0.0173,0.0009,0.01019999999999932,0.024395286429964292,,
76,Os,184,108,-0.32,0.018000000000000002,5.3823,0.0022,0.0017,,,0.026399999999999757,0.0027802877548915687
76,,186,110,-0.231,0.015,5.3909,0.0017,0.0014,0.008600000000000385,0.0027802877548915687,0.025100000000000122,0.002860069929215018
76,,187,111,-0.205,0.016,5.3933,0.0018,0.0015,,,,
76,,188,112,-0.14400000000000002,0.011000000000000001,5.3993,0.0011,0.001,0.008399999999999963,0.0020248456731316584,0.025000000000000355,0.002823118842698621
76,,189,113,-0.11900000000000001,0.012,5.4016,0.0012,0.0011,0.008300000000000196,0.0021633307652783934,,
76,,190,114,-0.068,0.006,5.4062,0.0013,0.0006,0.006899999999999906,0.0017029386365926401,,
76,,192,116,0.0,0.0,5.4126,0.0015,0.0,0.006400000000000183,0.0019849433241279205,,
77,Ir,182,105,-0.28300000000000003,0.006,5.3705,0.1061,0.0007,,,,
77,,183,106,-0.203,0.004,5.377999999999999,0.1061,0.0005,,,,
77,,184,107,-0.17600000000000002,0.003,5.3805,0.1061,0.0004,0.009999999999999787,0.1500480589677854,,
77,,185,108,-0.12300000000000001,0.003,5.3854,0.1061,0.0003,0.007400000000000517,0.1500480589677854,,
77,,186,109,-0.073,0.004,5.39,0.1061,0.0004,0.009500000000000064,0.1500480589677854,,
77,,187,110,-0.168,0.003,5.3812,0.1061,0.0004,-0.0041999999999999815,0.1500480589677854,0.021599999999999397,0.10748511524857757
77,,188,111,-0.14,0.004,5.3838,0.1061,0.0004,-0.006199999999999761,0.1500480589677854,,
77,,189,112,-0.076,0.002,5.3898,0.1061,0.0002,0.008600000000000385,0.1500480589677854,0.020000000000000462,0.107501162784409
77,,191,114,0.0,0.0,5.3968,0.1061,0.0,0.006999999999999673,0.1500480589677854,,
77,,193,116,0.069,0.001,5.4032,0.1061,0.0001,0.006400000000000183,0.1500480589677854,,
78,Pt,178,100,-0.529,0.016,5.3728,0.0066,0.0015,,,,
78,,179,101,-0.335,0.021,5.3915,0.005,0.0019,,,,
78,,180,102,-0.36,0.011000000000000001,5.3891,0.0049,0.001,0.016300000000000203,0.008220097323024832,,
78,,181,103,-0.251,0.015,5.3996,0.0041,0.0014,0.008100000000000662,0.006466065264130885,,
78,,182,104,-0.27899999999999997,0.01,5.3969,0.0041,0.0009,0.007799999999999585,0.0063890531379853155,,
78,,183,105,-0.196,0.02,5.4038,0.0036,0.0019,0.0041999999999999815,0.005456189146281496,,
78,,184,106,-0.24,0.018000000000000002,5.4015,0.0036,0.0017,0.004600000000000826,0.005456189146281496,,
78,,185,107,-0.09,0.005,5.4148,0.0028,0.0005,0.010999999999999233,0.004560701700396552,,
78,,186,108,-0.213,0.004,5.4037,0.0036,0.0004,0.0021999999999993136,0.005091168824543142,0.021399999999999864,0.004219004621945797
78,,187,109,-0.188,0.004,5.4063,0.0037,0.0004,-0.00849999999999973,0.004640043103248072,,
78,,188,110,-0.193,0.003,5.4053,0.0034,0.0003,0.001600000000000712,0.004951767361255978,0.01440000000000019,0.0038013155617496425
78,,189,111,-0.187,0.005,5.406000000000001,0.0035,0.0005,-0.0002999999999993008,0.0050931326312987375,0.0127000000000006,0.003935733730830886
78,,190,112,-0.13699999999999998,0.002,5.4108,0.003,0.0002,0.005499999999999616,0.004534313619501853,0.011499999999999844,0.0031953090617340917
78,,191,113,-0.142,0.004,5.4102,0.0031,0.0004,0.004199999999999093,0.004675467891024384,0.008599999999999497,0.0033241540277189324
78,,192,114,-0.073,0.002,5.4169,0.0028,0.0002,0.006099999999999994,0.004103656905736638,0.010699999999999932,0.0030870698080866263
78,,193,115,-0.047,0.006,5.4191,0.0027,0.0006,0.008900000000000574,0.004110960958218893,,
78,,194,116,0.0,0.0,5.4236,0.0025,0.0,0.006700000000000372,0.0037536648758246917,0.01100000000000012,0.00291547594742265
78,,195,117,0.036000000000000004,0.002,5.4270000000000005,0.0026,0.0002,0.00790000000000024,0.003748332962798262,,
78,,196,118,0.075,0.002,5.4307,0.0027,0.0002,0.00709999999999944,0.0036796738985948197,,
78,,198,120,0.154,0.002,5.4383,0.0032,0.0002,0.007600000000000051,0.004186884283091664,,
79,Au,183,104,-0.14,0.009000000000000001,5.4247,0.0043,0.0008,,,,
79,,184,105,-0.077,0.006999999999999999,5.4306,0.0041,0.0011,,,0.060100000000000264,0.10617918816792678
79,,185,106,-0.08800000000000001,0.004,5.4296,0.0041,0.0008,0.0049000000000001265,0.0059413803110051795,0.051600000000000534,0.10617918816792678
79,,186,107,-0.024,0.008,5.4354,0.0039,0.0007,0.004799999999999471,0.005658621740318043,0.05489999999999995,0.10617165346739213
79,,187,108,-0.382,0.005,5.4018,0.0058,0.0008,-0.027800000000000047,0.007102816342831905,0.01639999999999997,0.10625841143175442
79,,188,109,-0.35200000000000004,0.006,5.4049,0.0055,0.0008,-0.03049999999999997,0.006742403132415029,0.014899999999999913,0.10624245855588998
79,,189,110,-0.313,0.004,5.4084,0.0052,0.0006,0.006600000000000605,0.007789736837660178,0.027200000000000557,0.1062273505270653
79,,190,111,-0.284,0.005,5.4109,0.0049,0.0006,0.006000000000000227,0.007366138744281158,0.027099999999999902,0.10621308770580017
79,,191,112,-0.245,0.001,5.4147,0.0046,0.0004,0.006299999999999528,0.006942621983083912,0.0248999999999997,0.10619967043263363
79,,192,113,-0.21100000000000002,0.002,5.4179,0.0044,0.0003,0.007000000000000561,0.006585590330410783,,
79,,193,114,-0.16399999999999998,0.001,5.4221,0.0042,0.0002,0.007400000000000517,0.0062289646009589745,0.025300000000000544,0.10618309658321327
79,,194,115,-0.131,0.001,5.4252,0.004,0.0002,0.007299999999999862,0.005946427498927403,,
79,,195,116,-0.079,0.004,5.4298,0.004,0.0006,0.007699999999999818,0.0058,0.02660000000000018,0.10617537379260786
79,,196,117,-0.043,0.005,5.4332,0.0039,0.0004,0.008000000000000007,0.005586591089385368,,
79,,197,118,0.0,0.0,5.4371,0.0038,0.0,0.007299999999999862,0.0055172456896534884,,
79,,198,119,0.031,0.002,5.44,0.0038,0.0002,0.006800000000000139,0.0054451813560247924,,
79,,199,120,0.09,0.001,5.4454,0.0039,0.0001,0.008300000000000196,0.0054451813560247924,,
80,Hg,181,101,-0.114,0.004,5.4364,0.0032,0.0004,,,0.04490000000000016,0.005936328831862332
80,,182,102,-0.693,0.021,5.3833,0.0052,0.002,,,-0.005799999999999805,0.0071449282711585
